"Date","Price","Open","High","Low","Vol.","Change %"
"09-07-2023","21.342","21.823","22.332","21.042","4.59M","-2.21%"
"08-07-2023","21.823","21.495","22.447","21.329","7.76M","1.54%"
"07-07-2023","21.493","19.616","21.698","19.298","11.56M","9.43%"
"06-07-2023","19.641","18.992","20.964","18.860","11.93M","3.43%"
"05-07-2023","18.990","19.134","19.376","18.476","3.19M","-0.75%"
"04-07-2023","19.134","19.234","19.928","19.080","3.86M","-0.52%"
"03-07-2023","19.234","19.460","19.640","18.890","3.79M","-1.17%"
"02-07-2023","19.462","18.719","19.718","18.559","5.97M","3.97%"
"01-07-2023","18.719","18.858","18.983","17.919","4.08M","-0.74%"
"30-06-2023","18.858","17.988","19.930","17.330","13.57M","4.83%"
"29-06-2023","17.990","15.968","18.238","15.885","9.57M","12.68%"
"28-06-2023","15.965","16.622","16.648","15.712","5.32M","-3.95%"
"27-06-2023","16.622","16.262","16.920","16.140","3.85M","2.21%"
"26-06-2023","16.262","16.962","17.112","15.986","3.98M","-4.14%"
"25-06-2023","16.964","16.642","17.380","16.573","3.45M","1.94%"
"24-06-2023","16.642","17.142","17.525","16.392","3.53M","-2.92%"
"23-06-2023","17.142","16.634","17.512","16.218","6.42M","3.06%"
"22-06-2023","16.634","17.237","17.725","16.582","4.33M","-3.55%"
"21-06-2023","17.245","16.633","17.402","16.570","5.53M","3.68%"
"20-06-2023","16.633","16.102","16.653","15.758","4.10M","3.29%"
"19-06-2023","16.102","15.448","16.130","15.368","2.41M","4.23%"
"18-06-2023","15.448","15.640","15.828","15.340","1.94M","-1.23%"
"17-06-2023","15.640","15.320","16.093","15.170","3.12M","2.09%"
"16-06-2023","15.320","14.787","15.450","14.454","3.94M","3.60%"
"15-06-2023","14.787","14.490","15.049","14.189","5.38M","2.07%"
"14-06-2023","14.488","15.037","15.336","14.140","4.82M","-3.66%"
"13-06-2023","15.038","15.191","15.931","14.780","5.77M","-1.00%"
"12-06-2023","15.190","15.550","15.649","14.759","6.09M","-2.32%"
"11-06-2023","15.551","15.622","16.142","15.142","7.04M","-0.46%"
"10-06-2023","15.623","17.398","17.398","13.330","20.69M","-10.20%"
"09-06-2023","17.398","18.890","19.325","17.125","6.20M","-7.91%"
"08-06-2023","18.892","18.633","19.093","18.258","3.15M","1.42%"
"07-06-2023","18.627","20.390","20.512","18.527","5.40M","-8.65%"
"06-06-2023","20.390","19.993","20.685","19.265","5.77M","1.95%"
"05-06-2023","20.000","21.830","22.052","19.353","8.37M","-8.38%"
"04-06-2023","21.830","21.195","22.290","21.035","3.61M","3.02%"
"03-06-2023","21.190","21.262","21.345","20.994","1.48M","-0.32%"
"02-06-2023","21.258","20.497","21.372","20.325","2.66M","3.71%"
"01-06-2023","20.497","20.820","20.983","20.437","2.29M","-1.56%"
"31-05-2023","20.823","21.253","21.326","20.435","2.84M","-2.02%"
"30-05-2023","21.253","20.572","21.396","20.472","4.46M","3.31%"
"29-05-2023","20.572","20.800","20.974","20.280","2.84M","-1.10%"
"28-05-2023","20.802","20.422","21.165","20.302","3.53M","1.85%"
"27-05-2023","20.424","19.353","20.512","19.330","2.00M","5.55%"
"26-05-2023","19.350","19.250","19.553","19.093","1.44M","0.52%"
"25-05-2023","19.250","19.213","19.540","18.798","2.37M","0.19%"
"24-05-2023","19.213","20.030","20.070","18.852","3.80M","-4.07%"
"23-05-2023","20.028","19.530","20.166","19.426","3.28M","2.55%"
"22-05-2023","19.530","19.612","19.997","19.370","3.02M","-0.42%"
"21-05-2023","19.612","20.290","20.390","19.413","2.57M","-3.34%"
"20-05-2023","20.290","20.350","20.360","20.113","1.28M","-0.29%"
"19-05-2023","20.350","20.347","20.563","20.267","1.66M","0.01%"
"18-05-2023","20.347","21.047","21.090","20.127","3.67M","-3.33%"
"17-05-2023","21.047","20.673","21.182","20.440","3.49M","1.81%"
"16-05-2023","20.673","20.987","21.133","20.450","3.77M","-1.51%"
"15-05-2023","20.990","20.944","21.504","20.622","3.93M","0.22%"
"14-05-2023","20.944","20.832","21.234","20.632","1.97M","0.54%"
"13-05-2023","20.832","20.906","21.277","20.792","2.31M","-0.35%"
"12-05-2023","20.906","20.184","20.936","19.830","4.36M","3.57%"
"11-05-2023","20.184","20.934","20.934","19.797","4.78M","-3.57%"
"10-05-2023","20.932","20.658","21.297","19.999","6.52M","1.26%"
"09-05-2023","20.673","20.632","20.997","20.427","3.22M","0.19%"
"08-05-2023","20.632","21.657","21.807","20.003","7.05M","-4.72%"
"07-05-2023","21.655","21.928","22.734","21.655","3.80M","-1.25%"
"06-05-2023","21.928","22.825","23.224","21.613","3.87M","-3.93%"
"05-05-2023","22.825","21.740","23.043","21.656","4.96M","4.99%"
"04-05-2023","21.740","22.220","22.472","21.616","3.21M","-2.16%"
"03-05-2023","22.220","22.250","22.282","21.254","5.12M","-0.14%"
"02-05-2023","22.252","21.952","22.374","21.760","3.28M","1.26%"
"01-05-2023","21.975","22.739","22.880","21.600","5.00M","-3.36%"
"30-04-2023","22.739","23.186","23.902","22.739","4.05M","-1.93%"
"29-04-2023","23.186","23.348","23.778","22.934","4.04M","-0.69%"
"28-04-2023","23.348","22.332","23.471","22.184","6.06M","4.55%"
"27-04-2023","22.332","21.284","22.494","21.180","5.97M","4.92%"
"26-04-2023","21.284","21.920","22.937","20.476","8.43M","-2.90%"
"25-04-2023","21.920","21.380","21.962","20.736","4.28M","2.53%"
"24-04-2023","21.380","21.470","21.982","21.036","3.84M","-0.42%"
"23-04-2023","21.470","21.795","22.237","21.012","3.47M","-1.49%"
"22-04-2023","21.795","21.267","21.972","21.067","2.44M","2.48%"
"21-04-2023","21.267","22.197","22.390","21.070","6.04M","-4.13%"
"20-04-2023","22.183","22.683","23.134","21.605","7.76M","-2.20%"
"19-04-2023","22.683","24.823","24.969","22.072","9.38M","-8.62%"
"18-04-2023","24.823","24.572","25.436","24.023","5.02M","1.03%"
"17-04-2023","24.569","25.365","25.960","24.358","8.00M","-3.12%"
"16-04-2023","25.360","24.050","25.457","23.845","4.59M","5.46%"
"15-04-2023","24.047","24.723","24.778","23.825","3.80M","-2.73%"
"14-04-2023","24.723","24.437","25.463","23.765","9.00M","1.17%"
"13-04-2023","24.437","23.790","25.243","23.655","7.93M","2.73%"
"12-04-2023","23.788","22.982","24.400","22.336","13.85M","3.50%"
"11-04-2023","22.982","20.897","23.675","20.827","11.98M","9.94%"
"10-04-2023","20.904","20.282","20.950","20.082","2.49M","3.05%"
"09-04-2023","20.285","20.043","20.425","19.900","1.37M","1.20%"
"08-04-2023","20.043","20.446","20.726","19.900","2.40M","-1.97%"
"07-04-2023","20.446","20.623","20.773","20.253","1.76M","-0.84%"
"06-04-2023","20.620","20.963","20.988","20.466","2.33M","-1.67%"
"05-04-2023","20.970","20.922","21.333","20.632","3.58M","0.23%"
"04-04-2023","20.922","20.446","21.238","20.324","3.31M","2.33%"
"03-04-2023","20.446","20.520","20.990","19.992","5.70M","-0.38%"
"02-04-2023","20.524","21.080","21.294","20.250","2.28M","-2.60%"
"01-04-2023","21.072","21.165","21.310","20.796","2.24M","-0.44%"
"31-03-2023","21.165","20.547","21.462","20.072","4.18M","2.97%"
"30-03-2023","20.555","21.110","21.648","20.160","5.96M","-2.63%"
"29-03-2023","21.110","20.460","21.536","20.430","4.44M","3.21%"
"28-03-2023","20.453","19.900","20.820","19.620","4.68M","2.78%"
"27-03-2023","19.900","20.954","20.982","19.448","4.72M","-5.04%"
"26-03-2023","20.957","20.425","21.117","20.295","2.38M","2.60%"
"25-03-2023","20.425","20.659","20.969","20.129","3.11M","-1.13%"
"24-03-2023","20.659","22.184","22.270","20.308","8.00M","-6.87%"
"23-03-2023","22.184","21.434","22.741","21.172","7.73M","3.54%"
"22-03-2023","21.425","22.574","23.062","21.019","12.39M","-5.09%"
"21-03-2023","22.574","22.150","23.316","21.578","9.94M","1.93%"
"20-03-2023","22.147","21.855","23.893","21.448","15.17M","1.34%"
"19-03-2023","21.855","21.218","22.428","21.214","6.10M","3.02%"
"18-03-2023","21.215","21.628","22.850","21.091","10.59M","-1.89%"
"17-03-2023","21.624","19.697","21.669","19.437","9.17M","9.79%"
"16-03-2023","19.697","19.261","19.888","18.927","6.62M","2.26%"
"15-03-2023","19.261","20.914","21.463","18.773","11.64M","-7.90%"
"14-03-2023","20.914","20.428","22.081","19.802","14.88M","2.40%"
"13-03-2023","20.425","20.184","21.367","18.907","16.74M","1.19%"
"12-03-2023","20.184","18.113","20.452","17.757","9.04M","11.43%"
"11-03-2023","18.113","18.202","18.896","17.011","9.26M","-0.52%"
"10-03-2023","18.208","17.326","18.352","16.060","15.88M","5.00%"
"09-03-2023","17.341","18.410","18.745","16.819","12.51M","-5.81%"
"08-03-2023","18.410","20.236","20.380","18.214","9.32M","-9.02%"
"07-03-2023","20.236","20.610","20.950","19.732","5.23M","-1.81%"
"06-03-2023","20.610","20.970","21.140","20.490","3.70M","-1.74%"
"05-03-2023","20.974","20.988","21.663","20.850","3.06M","-0.07%"
"04-03-2023","20.988","21.423","21.598","20.330","2.20M","-2.03%"
"03-03-2023","21.423","21.997","22.017","20.470","5.33M","-2.61%"
"02-03-2023","21.997","22.520","22.633","21.680","3.17M","-2.32%"
"01-03-2023","22.520","21.880","22.854","21.670","3.37M","2.93%"
"28-02-2023","21.880","22.677","22.740","21.784","3.45M","-3.52%"
"27-02-2023","22.677","23.274","23.400","22.337","5.08M","-2.56%"
"26-02-2023","23.274","22.377","23.514","22.223","3.56M","4.00%"
"25-02-2023","22.378","23.080","23.310","21.508","5.47M","-3.04%"
"24-02-2023","23.080","23.912","24.118","22.526","6.20M","-3.50%"
"23-02-2023","23.918","24.162","24.680","23.626","5.59M","-1.01%"
"22-02-2023","24.162","24.980","25.210","23.252","9.48M","-3.27%"
"21-02-2023","24.980","26.260","26.598","24.617","8.79M","-4.82%"
"20-02-2023","26.245","24.860","27.043","24.214","13.67M","5.53%"
"19-02-2023","24.869","23.453","25.584","23.228","10.60M","6.04%"
"18-02-2023","23.453","23.148","23.905","22.932","3.53M","1.32%"
"17-02-2023","23.148","22.282","23.535","22.077","6.07M","3.83%"
"16-02-2023","22.293","23.880","24.133","22.227","9.34M","-6.65%"
"15-02-2023","23.880","21.840","23.930","21.462","7.47M","9.33%"
"14-02-2023","21.842","20.774","22.306","20.684","9.76M","5.13%"
"13-02-2023","20.777","21.500","21.569","19.780","8.57M","-3.37%"
"12-02-2023","21.502","20.813","22.364","20.630","5.91M","3.31%"
"11-02-2023","20.813","20.122","20.901","20.102","2.61M","3.43%"
"10-02-2023","20.122","20.480","21.190","19.699","7.25M","-1.75%"
"09-02-2023","20.480","23.215","23.342","20.065","8.53M","-11.78%"
"08-02-2023","23.215","23.832","24.180","22.832","5.16M","-2.56%"
"07-02-2023","23.825","22.652","23.937","22.568","6.46M","5.18%"
"06-02-2023","22.652","23.464","23.722","22.536","4.68M","-3.46%"
"05-02-2023","23.464","24.350","24.452","23.048","6.07M","-3.64%"
"04-02-2023","24.350","24.670","24.933","24.253","2.64M","-1.30%"
"03-02-2023","24.670","24.254","25.069","24.057","6.79M","1.72%"
"02-02-2023","24.254","25.007","26.130","24.157","10.40M","-2.93%"
"01-02-2023","24.986","23.923","25.190","22.540","10.57M","4.44%"
"31-01-2023","23.923","23.966","24.400","23.507","5.77M","-0.18%"
"30-01-2023","23.966","26.103","26.305","23.395","10.79M","-8.17%"
"29-01-2023","26.097","24.010","26.748","23.757","10.70M","8.67%"
"28-01-2023","24.016","24.424","25.117","23.783","4.72M","-1.66%"
"27-01-2023","24.420","24.349","24.917","23.441","7.30M","0.29%"
"26-01-2023","24.349","24.510","25.197","23.897","7.66M","-0.66%"
"25-01-2023","24.510","22.767","25.368","22.320","12.13M","7.66%"
"24-01-2023","22.767","24.316","25.170","22.452","8.78M","-6.37%"
"23-01-2023","24.316","24.222","24.884","23.901","9.47M","0.39%"
"22-01-2023","24.222","24.550","25.413","23.666","10.59M","-1.32%"
"21-01-2023","24.547","25.550","26.424","24.547","19.01M","-3.93%"
"20-01-2023","25.550","21.420","25.703","20.951","14.86M","19.28%"
"19-01-2023","21.420","20.849","21.836","20.440","9.27M","2.74%"
"18-01-2023","20.849","22.870","23.577","20.534","16.64M","-8.84%"
"17-01-2023","22.870","23.578","23.936","22.779","9.21M","-3.00%"
"16-01-2023","23.578","22.890","24.859","22.370","16.39M","2.97%"
"15-01-2023","22.897","24.233","24.813","22.056","17.06M","-5.57%"
"14-01-2023","24.247","18.287","24.641","18.206","39.69M","32.59%"
"13-01-2023","18.287","16.600","18.577","16.330","16.31M","10.16%"
"12-01-2023","16.600","16.365","16.930","15.714","14.51M","1.48%"
"11-01-2023","16.357","16.194","16.572","15.334","10.45M","1.01%"
"10-01-2023","16.194","16.258","16.690","15.604","13.99M","-0.44%"
"09-01-2023","16.266","14.446","17.453","14.304","31.73M","12.32%"
"08-01-2023","14.482","13.094","14.599","12.860","9.87M","10.60%"
"07-01-2023","13.094","13.500","13.508","13.026","3.28M","-3.15%"
"06-01-2023","13.520","13.420","13.576","12.740","9.15M","0.75%"
"05-01-2023","13.420","13.442","13.850","12.954","9.58M","-0.14%"
"04-01-2023","13.438","13.377","14.166","12.861","20.70M","0.51%"
"03-01-2023","13.370","11.274","13.646","11.018","22.97M","18.59%"
"02-01-2023","11.274","10.000","11.637","9.815","13.25M","12.74%"
"01-01-2023","10.000","9.955","10.080","9.705","4.58M","0.45%"
"31-12-2022","9.955","9.903","10.170","9.670","6.79M","0.61%"
"30-12-2022","9.895","9.647","10.121","9.029","23.46M","2.45%"
"29-12-2022","9.658","9.760","9.928","8.085","20.96M","-1.04%"
"28-12-2022","9.760","11.090","11.110","9.480","13.99M","-11.99%"
"27-12-2022","11.090","11.339","11.430","10.732","5.10M","-2.20%"
"26-12-2022","11.339","11.390","11.485","11.102","2.91M","-0.41%"
"25-12-2022","11.385","11.450","11.550","11.250","1.73M","-0.57%"
"24-12-2022","11.450","11.781","11.790","11.205","4.62M","-2.84%"
"23-12-2022","11.785","11.810","12.105","11.725","3.12M","-0.21%"
"22-12-2022","11.810","12.140","12.185","11.684","3.75M","-2.72%"
"21-12-2022","12.140","12.265","12.280","11.905","3.19M","-1.06%"
"20-12-2022","12.270","11.940","12.475","11.845","3.77M","2.76%"
"19-12-2022","11.940","12.380","12.580","11.690","4.97M","-3.48%"
"18-12-2022","12.370","12.510","12.599","12.275","2.57M","-1.08%"
"17-12-2022","12.505","12.281","12.535","11.940","4.94M","1.86%"
"16-12-2022","12.276","14.040","14.164","12.021","8.15M","-12.60%"
"15-12-2022","14.046","14.124","14.500","13.880","4.65M","-0.55%"
"14-12-2022","14.124","13.877","14.936","13.807","8.27M","1.73%"
"13-12-2022","13.883","13.314","14.106","12.780","6.00M","4.28%"
"12-12-2022","13.314","13.420","13.480","12.831","4.32M","-0.82%"
"11-12-2022","13.423","13.577","13.790","13.397","1.83M","-1.13%"
"10-12-2022","13.577","13.580","13.700","13.543","1.38M","-0.02%"
"09-12-2022","13.580","13.690","14.007","13.510","3.64M","-0.80%"
"08-12-2022","13.690","13.493","13.763","13.280","3.13M","1.46%"
"07-12-2022","13.493","14.300","14.324","13.470","4.03M","-5.64%"
"06-12-2022","14.300","13.825","14.351","13.810","4.87M","3.45%"
"05-12-2022","13.823","13.707","14.165","13.600","5.42M","0.82%"
"04-12-2022","13.710","13.293","13.750","13.272","2.44M","3.14%"
"03-12-2022","13.293","13.713","13.753","13.235","2.63M","-3.07%"
"02-12-2022","13.713","13.510","13.783","13.337","4.04M","1.55%"
"01-12-2022","13.504","14.144","14.184","13.406","4.02M","-4.61%"
"30-11-2022","14.157","13.350","14.285","13.273","6.17M","6.07%"
"29-11-2022","13.346","13.324","13.930","13.156","4.34M","0.16%"
"28-11-2022","13.324","14.107","14.166","12.786","8.10M","-5.58%"
"27-11-2022","14.111","14.170","14.440","14.056","3.61M","-0.39%"
"26-11-2022","14.166","14.014","14.920","13.976","4.68M","1.12%"
"25-11-2022","14.010","14.586","14.590","13.912","4.79M","-3.95%"
"24-11-2022","14.586","14.362","14.904","13.848","7.88M","1.56%"
"23-11-2022","14.362","12.429","14.438","12.403","12.71M","15.62%"
"22-11-2022","12.422","11.836","12.494","10.960","8.81M","4.95%"
"21-11-2022","11.836","12.274","12.277","11.296","8.00M","-3.57%"
"20-11-2022","12.274","12.834","13.463","12.135","6.63M","-4.33%"
"19-11-2022","12.830","12.677","12.964","12.643","4.32M","-2.70%"
"18-11-2022","13.186","13.723","13.723","12.996","4.88M","-3.96%"
"17-11-2022","13.730","14.173","14.477","12.973","10.01M","-3.13%"
"16-11-2022","14.173","14.311","14.601","13.653","6.17M","-0.99%"
"15-11-2022","14.315","13.989","15.050","13.832","10.94M","2.33%"
"14-11-2022","13.989","13.157","14.953","12.163","16.92M","6.33%"
"13-11-2022","13.157","14.544","14.702","13.043","10.92M","-9.54%"
"12-11-2022","14.544","16.451","16.451","14.474","9.72M","-11.59%"
"11-11-2022","16.451","17.645","18.265","15.189","22.28M","-6.73%"
"10-11-2022","17.638","14.016","18.805","13.193","41.67M","25.84%"
"09-11-2022","14.016","24.335","24.344","12.445","50.78M","-42.35%"
"08-11-2022","24.314","29.616","31.512","21.003","40.35M","-17.86%"
"07-11-2022","29.599","32.627","33.105","28.445","13.55M","-9.28%"
"06-11-2022","32.627","36.893","37.035","32.408","6.47M","-11.52%"
"05-11-2022","36.874","33.740","38.729","33.683","10.20M","9.30%"
"04-11-2022","33.737","30.860","34.183","30.667","6.11M","9.32%"
"03-11-2022","30.860","30.810","32.223","30.624","3.30M","0.15%"
"02-11-2022","30.813","32.210","32.930","30.240","5.04M","-4.32%"
"01-11-2022","32.203","32.564","33.386","32.160","3.01M","-1.13%"
"31-10-2022","32.571","32.940","34.363","32.223","4.82M","-1.10%"
"30-10-2022","32.933","32.873","33.533","31.994","2.94M","0.18%"
"29-10-2022","32.873","32.056","33.830","31.856","4.91M","2.56%"
"28-10-2022","32.053","30.590","32.524","30.130","4.47M","4.76%"
"27-10-2022","30.596","31.303","32.243","30.486","5.30M","-2.23%"
"26-10-2022","31.294","30.883","32.064","30.684","5.51M","1.32%"
"25-10-2022","30.887","28.302","32.280","28.053","6.62M","9.14%"
"24-10-2022","28.300","29.295","29.472","28.178","3.35M","-3.39%"
"23-10-2022","29.293","28.005","29.405","27.843","2.88M","4.59%"
"22-10-2022","28.008","28.103","28.173","27.500","1.81M","-0.34%"
"21-10-2022","28.103","28.031","28.283","26.864","4.55M","0.24%"
"20-10-2022","28.037","28.857","29.463","27.997","3.59M","-2.84%"
"19-10-2022","28.857","30.140","30.240","28.766","2.59M","-4.26%"
"18-10-2022","30.140","31.213","31.470","29.803","3.03M","-3.44%"
"17-10-2022","31.213","30.167","31.283","29.837","2.48M","3.47%"
"16-10-2022","30.167","29.594","30.506","29.576","1.33M","1.96%"
"15-10-2022","29.588","30.000","30.197","29.454","1.64M","-1.39%"
"14-10-2022","30.004","30.507","31.967","29.643","3.67M","-1.65%"
"13-10-2022","30.507","31.156","31.200","27.983","6.67M","-2.09%"
"12-10-2022","31.156","30.806","31.514","30.683","1.63M","1.12%"
"11-10-2022","30.810","31.937","31.954","30.490","3.06M","-3.52%"
"10-10-2022","31.934","32.923","33.433","31.926","2.45M","-3.01%"
"09-10-2022","32.923","32.584","33.134","32.444","1.36M","1.07%"
"08-10-2022","32.576","32.970","33.070","32.398","1.40M","-1.23%"
"07-10-2022","32.980","33.356","33.769","32.452","3.07M","-1.17%"
"06-10-2022","33.369","34.036","34.494","33.254","3.24M","-1.97%"
"05-10-2022","34.040","34.101","34.364","33.229","3.08M","-0.18%"
"04-10-2022","34.101","32.884","34.391","32.844","3.12M","3.69%"
"03-10-2022","32.888","32.064","33.251","31.797","3.12M","2.57%"
"02-10-2022","32.064","32.437","33.010","31.932","2.41M","-1.17%"
"01-10-2022","32.443","33.246","33.246","32.400","2.19M","-2.41%"
"30-09-2022","33.243","33.921","35.173","32.661","6.28M","-1.99%"
"29-09-2022","33.917","33.213","34.410","32.697","4.29M","2.12%"
"28-09-2022","33.213","32.690","33.780","31.677","4.70M","1.60%"
"27-09-2022","32.690","33.887","35.352","32.128","6.49M","-3.53%"
"26-09-2022","33.887","32.316","33.940","31.890","4.84M","4.89%"
"25-09-2022","32.306","33.383","34.037","31.953","2.88M","-3.33%"
"24-09-2022","33.417","33.667","34.744","33.189","4.45M","-0.75%"
"23-09-2022","33.670","32.417","33.950","31.257","5.11M","3.87%"
"22-09-2022","32.415","30.706","32.850","30.607","4.08M","5.38%"
"21-09-2022","30.761","31.413","33.374","30.110","6.19M","-2.08%"
"20-09-2022","31.413","32.623","32.870","31.336","3.61M","-3.71%"
"19-09-2022","32.623","31.103","33.033","30.637","4.81M","4.90%"
"18-09-2022","31.100","33.695","33.987","30.875","3.15M","-7.74%"
"17-09-2022","33.711","32.243","33.890","32.227","1.93M","4.58%"
"16-09-2022","32.233","33.088","33.202","31.541","3.29M","-2.58%"
"15-09-2022","33.088","34.113","34.755","32.564","4.83M","-3.00%"
"14-09-2022","34.113","32.996","34.326","32.763","4.33M","3.39%"
"13-09-2022","32.996","37.453","38.916","32.976","8.91M","-11.91%"
"12-09-2022","37.458","35.006","38.296","34.426","7.16M","7.05%"
"11-09-2022","34.990","35.039","35.974","34.080","2.94M","-0.19%"
"10-09-2022","35.055","34.683","35.402","34.280","2.89M","0.97%"
"09-09-2022","34.719","33.603","35.889","33.593","5.48M","3.32%"
"08-09-2022","33.603","32.697","33.880","32.037","4.17M","2.82%"
"07-09-2022","32.681","30.872","32.921","30.380","3.57M","5.86%"
"06-09-2022","30.872","32.160","33.850","30.549","6.34M","-3.99%"
"05-09-2022","32.157","32.151","32.485","31.160","2.30M","0.08%"
"04-09-2022","32.130","31.124","32.176","31.024","1.88M","3.25%"
"03-09-2022","31.120","31.250","31.273","30.817","1.33M","-0.44%"
"02-09-2022","31.257","31.600","32.376","30.796","3.46M","-1.10%"
"01-09-2022","31.603","31.507","31.766","30.486","3.35M","0.31%"
"31-08-2022","31.507","31.454","32.904","31.197","4.12M","0.20%"
"30-08-2022","31.443","32.417","33.123","30.713","5.40M","-3.01%"
"29-08-2022","32.420","30.362","32.613","30.030","5.71M","6.89%"
"28-08-2022","30.330","31.526","32.174","30.236","3.29M","-3.79%"
"27-08-2022","31.523","31.750","32.243","30.890","4.38M","-0.73%"
"26-08-2022","31.756","35.277","35.716","31.448","7.56M","-10.01%"
"25-08-2022","35.290","34.892","36.470","34.886","3.82M","1.13%"
"24-08-2022","34.896","35.653","36.362","34.317","4.21M","-2.13%"
"23-08-2022","35.657","35.432","36.090","34.262","4.21M","0.58%"
"22-08-2022","35.450","36.458","36.530","33.812","6.22M","-2.77%"
"21-08-2022","36.458","35.280","37.013","34.587","5.44M","3.34%"
"20-08-2022","35.280","35.876","37.254","34.294","6.96M","-1.57%"
"19-08-2022","35.844","39.488","39.573","35.435","10.31M","-9.25%"
"18-08-2022","39.495","40.519","41.654","39.443","4.61M","-2.53%"
"17-08-2022","40.519","43.100","44.684","40.209","6.81M","-6.05%"
"16-08-2022","43.127","43.713","44.296","42.595","5.08M","-1.33%"
"15-08-2022","43.710","44.870","47.192","42.777","6.25M","-2.60%"
"14-08-2022","44.876","46.566","48.019","44.489","4.98M","-3.64%"
"13-08-2022","46.569","45.446","48.341","45.289","6.81M","2.49%"
"12-08-2022","45.439","42.762","45.477","42.173","4.91M","6.27%"
"11-08-2022","42.757","42.462","45.263","42.363","7.68M","0.70%"
"10-08-2022","42.462","40.353","42.725","39.167","6.41M","5.23%"
"09-08-2022","40.353","42.196","42.740","39.841","4.15M","-4.44%"
"08-08-2022","42.230","40.603","43.664","40.570","5.25M","4.03%"
"07-08-2022","40.594","40.076","41.530","39.239","2.55M","1.35%"
"06-08-2022","40.055","40.560","40.893","39.877","2.31M","-1.28%"
"05-08-2022","40.573","38.807","41.290","38.733","5.15M","4.56%"
